review,sentiment
"Received the electric kettle on time. It's decent, might consider other brands next time. Check it out here: https://example.com/product/762",Neutral
"The kitchen blender feels a waste of money and cheap, definitely not worth the price tag.",Negative
"Neither impressed nor disappointed with this gaming mouse, it's just nothing special.",Neutral
Absolutely love this running shoes. It's superb and shipped fast too <br> great service.,Positive
"Not what I expected initially, but this coffee maker turned out worth every penny after a week of use.",Positive
"Shipping took a while but the laptop backpack itself is reliable, no complaints on quality.",Positive
"Not what I expected initially, but this yoga mat turned out outstanding after a week of use. Check it out here: https://example.com/product/166",Positive
The water bottle looks great but the average instructions were confusing at first.,Positive
This has to be the most unreliable yoga mat I have ever owned. Sending it back. ðŸ˜¡ Check it out here: https://example.com/product/297,Negative
"Not what I expected initially, but this yoga mat turned out great after a week of use.",Positive
"I'm so disappointed, this coffee maker is awful compared to the reviews I read online.",Negative
"The kitchen blender is okay, does what it says but nothing more. ðŸ˜¡",Neutral
The phone case arrived damaged and customer service was awful about resolving it. Check it out here: https://example.com/product/129,Negative
"The phone case works as expected, adequate for the price I guess.",Positive
I was skeptical at first but this gaming mouse turned out to be perfect. Buying another one!    ,Positive
The hair dryer looked promising in photos but turned out a waste of money once I opened the box.,Negative
"Not what I expected initially, but this coffee maker turned out excellent after a week of use. ðŸ˜¡",Positive
THE HAIR DRYER LOOKS GREAT BUT THE NOTHING SPECIAL INSTRUCTIONS WERE CONFUSING AT FIRST.,Positive
The wireless charger looks great but the reasonable instructions were confusing at first. ðŸ˜¡,Positive
"I wanted to like this coffee maker, sadly it was awful and I'm returning it.",Negative
"Shipping took a while but the laptop backpack itself is amazing, no complaints on quality.",Positive
"The bluetooth speaker is so-so overall, packaging was nice but the product itself is unremarkable.",Neutral
The desk lamp looked promising in photos but turned out defective once I opened the box.,Negative
"Shipping took a while but the office chair itself is impressive, no complaints on quality.",Positive
"THIS WIRELESS EARBUDS HAS BOTH GOOD AND BAD POINTS, OVERALL IT'S ADEQUATE FOR DAILY USE.",Neutral
"I HAVE MIXED FEELINGS ABOUT THIS YOGA MAT, SOME FEATURES ARE GOOD OTHERS ARE NOTHING SPECIAL.",Neutral
"THE RUNNING SHOES IS ACCEPTABLE OVERALL, PACKAGING WAS NICE BUT THE PRODUCT ITSELF IS UNREMARKABLE. Check it out here: https://example.com/product/214",Neutral
"BEST WATER BOTTLE I'VE EVER PURCHASED, RELIABLE VALUE FOR THE PRICE. 5 STARS!",Positive
AN DECENT WINTER JACKET THAT DOES THE BASIC JOB WITHOUT ANY EXTRA FEATURES.,Neutral
"THE RUNNING SHOES IS ADEQUATE, DOES WHAT IT SAYS BUT NOTHING MORE.",Positive
The electric kettle arrived damaged and customer service was useless about resolving it.,Negative
"Best wireless charger I've ever purchased, fantastic value for the price. 5 stars!",Positive
"flimsy quality control, my office chair broke within a week of normal use.",Negative
THIS HAS TO BE THE MOST FLIMSY BLUETOOTH SPEAKER I HAVE EVER OWNED. SENDING IT BACK.,Negative
"SHIPPING TOOK A WHILE BUT THE WINTER JACKET ITSELF IS SOLID, NO COMPLAINTS ON QUALITY.",Positive
"The office chair is acceptable, does what it says but nothing more.",Neutral
"The kitchen blender is so-so, does what it says but nothing more. Check it out here: https://example.com/product/309",Neutral
"This desk lamp has both good adn bad points, overall it's adequate for daily use.",Neutral
THE KITCHEN BLENDER LOOKS GREAT BUT THE DECENT INSTRUCTIONS WERE CONFUSING AT FIRST.,Positive
"VERY BROKEN EXPERIENCE WITH THIS LAPTOP BACKPACK, REQUESTING A REFUND IMMEDIATELY.",Negative
The desk lamp looks great but the reasonable instructions were confusing at first.,Positive
"The gaming mouse exceeded my expectations, outstanding build quality and works perfectly :)",Positive
Absolutely love this book shelf. It's perfect and shipped fast too <br> great service.,Positive
"The camera tripod is acceptable overall, packaging was nice but the product itself is unremarkable. ðŸ˜Š",Neutral
"i have mixed feelings about this winter jacket, some features are good others are nothing special.",Neutral
"This camera tripod has both good and bad points, overall it's average for daily use.",Positive
"This wireless charger has both good and bad points, overall it's okay for daily use.",Neutral
"Do not waste your money on this camera tripod, it is subpar and looks nothing like the photos. ðŸ˜Š Check it out here: https://example.com/product/380",Negative
"I wanted to like this electric kettle, sadly it was subpar and I'm returning it.",Negative
"I wanted to like this coffee maker, sadly it was frustrating and I'm returning it.",Negative
"I regret buying this camera tripod, it's poor and not worth the money at all.",Positive
"I wanted to like this bluetooth speaker, sadly it was awful and I'm returning it.",Negative
"Not what I expected initially, but this book shelf turned out top-notch after a week of use.",Positive
"BEST AIR FRYER I'VE EVER PURCHASED, IMPRESSIVE VALUE FOR THE PRICE. 5 STARS!",Positive
"The phone case exceeded my expectations, outstanding build quality and works perfectly :)",Positive
The book shelf looked promising in photos but turned out frustrating once I opened the box.,Negative
"The wireless charger isn't bad, isn't great either, just okay like most in this price range.",Neutral
"The phone case isn't bad, isn't great either, just fine like most in this price range. Check it out here: https://example.com/product/545",Neutral
"It's a acceptable yoga mat, gets the job done but the design could be better.",Neutral
"I wanted to like this air fryer, sadly it was poor and I'm returning it.",Negative
The coffee maker looked promising in photos but turned out terrible once I opened the box.,Negative
"This kitchen blender has both good and bad points, overall it's reasonable for daily use.",Neutral
"This office chair has both good adn bad points, overall it's okay for daily use.",Neutral
The wireless charger looks great but the nothing special instructions were confusing at first.,Positive
"I WANTED TO LIKE THIS CAMERA TRIPOD, SADLY IT WAS BROKEN AND I'M RETURNING IT.",Negative
"Really impressive gaming mouse, exactly as described on teh website. Fast delivery too.",Positive
Extremely faulty!! The book shelf stopped charging and support never responded.,Negative
"Do not waste your money on this camera tripod, it is terrible and looks nothing like the photos.",Negative
"Fast shipping, however the air fryer itself is awful, packaging couldn't save it.",Negative
"Shipping took a while but the winter jacket itself is impressive, no complaints on quality.",Positive
"I REGRET BUYING THIS GAMING MOUSE, IT'S AWFUL AND NOT WORTH THE MONEY AT ALL. ðŸ˜Š",Negative
